Broadcast Year,Broadcast Quarter,Market,Service Type,Broadcast Language,Total Quarterly Hours,Universe
2019, Quarter 1,Atlantic,Conventional ,English," 245,393,439 "," 2,359,000 "
2019, Quarter 1,Atlantic,Conventional ,French," 1,966,215 "," 2,359,000 "
2019, Quarter 1,Atlantic,Discretionary & On-Demand,English," 515,571,906 "," 2,359,000 "
2019, Quarter 1,Atlantic,Discretionary & On-Demand,Other," 12,626 "," 2,359,000 "
2019, Quarter 1,Atlantic,Discretionary & On-Demand,French," 2,978,336 "," 2,359,000 "
2019, Quarter 1,Atlantic,Non-Canadian & Other,English," 139,678,865 "," 2,359,000 "
2019, Quarter 1,Central,Conventional ,English," 230,846,091 "," 2,482,000 "
2019, Quarter 1,Central,Conventional ,French," 280,938 "," 2,482,000 "
2019, Quarter 1,Central,Discretionary & On-Demand,Other, 477 ," 2,482,000 "
2019, Quarter 1,Central,Discretionary & On-Demand,French," 110,468 "," 2,482,000 "
2019, Quarter 1,Central,Discretionary & On-Demand,English," 488,976,358 "," 2,482,000 "
2019, Quarter 1,Central,Non-Canadian & Other,English," 77,653,855 "," 2,482,000 "
2019, Quarter 1,Ontario,Conventional ,English," 1,270,233,389 "," 14,059,000 "
2019, Quarter 1,Ontario,Conventional ,French," 13,903,185 "," 14,059,000 "
2019, Quarter 1,Ontario,Discretionary & On-Demand,Other," 823,345 "," 14,059,000 "
2019, Quarter 1,Ontario,Discretionary & On-Demand,French," 8,521,959 "," 14,059,000 "
2019, Quarter 1,Ontario,Discretionary & On-Demand,English," 2,337,540,864 "," 14,059,000 "
2019, Quarter 1,Ontario,Non-Canadian & Other,English," 596,530,633 "," 14,059,000 "
2019, Quarter 1,Quebec,Conventional ,English," 138,958,071 "," 8,328,000 "
2019, Quarter 1,Quebec,Conventional ,French," 1,212,256,790 "," 8,328,000 "
2019, Quarter 1,Quebec,Discretionary & On-Demand,English," 229,937,340 "," 8,328,000 "
2019, Quarter 1,Quebec,Discretionary & On-Demand,French," 1,240,921,602 "," 8,328,000 "
2019, Quarter 1,Quebec,Discretionary & On-Demand,Other," 2,431 "," 8,328,000 "
2019, Quarter 1,Quebec,Non-Canadian & Other,English," 96,080,819 "," 8,328,000 "
2019, Quarter 1,West,Conventional ,French," 913,676 "," 9,149,000 "
2019, Quarter 1,West,Conventional ,English," 817,064,798 "," 9,149,000 "
2019, Quarter 1,West,Discretionary & On-Demand,French," 9,223,612 "," 9,149,000 "
2019, Quarter 1,West,Discretionary & On-Demand,English," 1,392,366,488 "," 9,149,000 "
2019, Quarter 1,West,Discretionary & On-Demand,Other," 949,760 "," 9,149,000 "
2019, Quarter 1,West,Non-Canadian & Other,English," 354,463,776 "," 9,149,000 "
2019, Quarter 2,Atlantic,Conventional ,French," 3,005,008 "," 2,359,000 "
2019, Quarter 2,Atlantic,Conventional ,English," 267,146,546 "," 2,359,000 "
2019, Quarter 2,Atlantic,Discretionary & On-Demand,French," 2,656,032 "," 2,359,000 "
2019, Quarter 2,Atlantic,Discretionary & On-Demand,English," 535,736,091 "," 2,359,000 "
2019, Quarter 2,Atlantic,Non-Canadian & Other,English," 112,458,168 "," 2,359,000 "
2019, Quarter 2,Central,Conventional ,French," 246,430 "," 2,482,000 "
2019, Quarter 2,Central,Conventional ,English," 255,113,031 "," 2,482,000 "
2019, Quarter 2,Central,Discretionary & On-Demand,Other," 1,052 "," 2,482,000 "
2019, Quarter 2,Central,Discretionary & On-Demand,French," 72,968 "," 2,482,000 "
2019, Quarter 2,Central,Discretionary & On-Demand,English," 546,856,109 "," 2,482,000 "
2019, Quarter 2,Central,Non-Canadian & Other,English," 78,098,159 "," 2,482,000 "
2019, Quarter 2,Ontario,Conventional ,French," 14,624,096 "," 14,059,000 "
2019, Quarter 2,Ontario,Conventional ,English," 1,269,218,629 "," 14,059,000 "
2019, Quarter 2,Ontario,Discretionary & On-Demand,French," 10,767,193 "," 14,059,000 "
2019, Quarter 2,Ontario,Discretionary & On-Demand,English," 2,428,142,349 "," 14,059,000 "
2019, Quarter 2,Ontario,Discretionary & On-Demand,Other," 476,737 "," 14,059,000 "
2019, Quarter 2,Ontario,Non-Canadian & Other,English," 546,496,790 "," 14,059,000 "
2019, Quarter 2,Quebec,Conventional ,French," 1,304,884,715 "," 8,328,000 "
2019, Quarter 2,Quebec,Conventional ,English," 147,664,837 "," 8,328,000 "
2019, Quarter 2,Quebec,Discretionary & On-Demand,English," 230,890,149 "," 8,328,000 "
2019, Quarter 2,Quebec,Discretionary & On-Demand,French," 1,290,365,366 "," 8,328,000 "
2019, Quarter 2,Quebec,Non-Canadian & Other,English," 84,857,891 "," 8,328,000 "
2019, Quarter 2,West,Conventional ,English," 801,539,911 "," 9,149,000 "
2019, Quarter 2,West,Conventional ,French," 1,270,909 "," 9,149,000 "
2019, Quarter 2,West,Discretionary & On-Demand,Other," 1,178,807 "," 9,149,000 "
2019, Quarter 2,West,Discretionary & On-Demand,French," 2,433,514 "," 9,149,000 "
2019, Quarter 2,West,Discretionary & On-Demand,English," 1,373,524,075 "," 9,149,000 "
2019, Quarter 2,West,Non-Canadian & Other,English," 326,442,764 "," 9,149,000 "
2019, Quarter 3,Atlantic,Conventional ,English," 278,226,752 "," 2,359,000 "
2019, Quarter 3,Atlantic,Conventional ,French," 2,256,314 "," 2,359,000 "
2019, Quarter 3,Atlantic,Discretionary & On-Demand,English," 495,885,871 "," 2,359,000 "
2019, Quarter 3,Atlantic,Discretionary & On-Demand,French," 1,631,276 "," 2,359,000 "
2019, Quarter 3,Atlantic,Non-Canadian & Other,English," 114,447,948 "," 2,359,000 "
2019, Quarter 3,Central,Conventional ,English," 234,657,731 "," 2,482,000 "
2019, Quarter 3,Central,Conventional ,French," 310,839 "," 2,482,000 "
2019, Quarter 3,Central,Discretionary & On-Demand,French," 35,961 "," 2,482,000 "
2019, Quarter 3,Central,Discretionary & On-Demand,English," 519,205,645 "," 2,482,000 "
2019, Quarter 3,Central,Non-Canadian & Other,English," 97,510,028 "," 2,482,000 "
2019, Quarter 3,Ontario,Conventional ,English," 1,258,018,141 "," 14,059,000 "
2019, Quarter 3,Ontario,Conventional ,French," 19,823,478 "," 14,059,000 "
2019, Quarter 3,Ontario,Discretionary & On-Demand,Other," 514,931 "," 14,059,000 "
2019, Quarter 3,Ontario,Discretionary & On-Demand,French," 7,818,491 "," 14,059,000 "
2019, Quarter 3,Ontario,Discretionary & On-Demand,English," 2,489,801,587 "," 14,059,000 "
2019, Quarter 3,Ontario,Non-Canadian & Other,English," 535,718,754 "," 14,059,000 "
2019, Quarter 3,Quebec,Conventional ,English," 140,592,470 "," 8,328,000 "
2019, Quarter 3,Quebec,Conventional ,French," 1,188,097,460 "," 8,328,000 "
2019, Quarter 3,Quebec,Discretionary & On-Demand,English," 255,465,264 "," 8,328,000 "
2019, Quarter 3,Quebec,Discretionary & On-Demand,French," 1,252,271,747 "," 8,328,000 "
2019, Quarter 3,Quebec,Non-Canadian & Other,English," 93,055,871 "," 8,328,000 "
2019, Quarter 3,West,Conventional ,English," 760,786,821 "," 9,149,000 "
2019, Quarter 3,West,Conventional ,French," 1,643,063 "," 9,149,000 "
2019, Quarter 3,West,Discretionary & On-Demand,French," 1,878,438 "," 9,149,000 "
2019, Quarter 3,West,Discretionary & On-Demand,English," 1,298,208,843 "," 9,149,000 "
2019, Quarter 3,West,Discretionary & On-Demand,Other," 1,142,596 "," 9,149,000 "
2019, Quarter 3,West,Non-Canadian & Other,English," 311,009,584 "," 9,149,000 "
2019, Quarter 4,Atlantic,Conventional ,English," 195,302,232 "," 2,359,000 "
2019, Quarter 4,Atlantic,Conventional ,French," 1,726,167 "," 2,359,000 "
2019, Quarter 4,Atlantic,Discretionary & On-Demand,English," 435,279,541 "," 2,359,000 "
2019, Quarter 4,Atlantic,Discretionary & On-Demand,Other, 781 ," 2,359,000 "
2019, Quarter 4,Atlantic,Discretionary & On-Demand,French," 1,008,263 "," 2,359,000 "
2019, Quarter 4,Atlantic,Non-Canadian & Other,English," 127,775,998 "," 2,359,000 "
2019, Quarter 4,Central,Conventional ,French," 123,891 "," 2,482,000 "
2019, Quarter 4,Central,Conventional ,English," 191,364,981 "," 2,482,000 "
2019, Quarter 4,Central,Discretionary & On-Demand,English," 511,220,970 "," 2,482,000 "
2019, Quarter 4,Central,Discretionary & On-Demand,French," 5,399 "," 2,482,000 "
2019, Quarter 4,Central,Non-Canadian & Other,English," 102,975,607 "," 2,482,000 "
2019, Quarter 4,Ontario,Conventional ,French," 32,244,630 "," 14,059,000 "
2019, Quarter 4,Ontario,Conventional ,English," 1,006,674,185 "," 14,059,000 "
2019, Quarter 4,Ontario,Discretionary & On-Demand,English," 2,269,733,710 "," 14,059,000 "
2019, Quarter 4,Ontario,Discretionary & On-Demand,French," 7,756,304 "," 14,059,000 "
2019, Quarter 4,Ontario,Discretionary & On-Demand,Other," 415,620 "," 14,059,000 "
2019, Quarter 4,Ontario,Non-Canadian & Other,English," 534,173,383 "," 14,059,000 "
2019, Quarter 4,Quebec,Conventional ,French," 971,188,952 "," 8,328,000 "
2019, Quarter 4,Quebec,Conventional ,English," 112,055,120 "," 8,328,000 "
2019, Quarter 4,Quebec,Discretionary & On-Demand,Other," 1,572 "," 8,328,000 "
2019, Quarter 4,Quebec,Discretionary & On-Demand,French," 1,119,070,873 "," 8,328,000 "
2019, Quarter 4,Quebec,Discretionary & On-Demand,English," 229,017,557 "," 8,328,000 "
2019, Quarter 4,Quebec,Non-Canadian & Other,English," 86,566,367 "," 8,328,000 "
2019, Quarter 4,West,Conventional ,English," 648,538,511 "," 9,149,000 "
2019, Quarter 4,West,Conventional ,French," 1,215,316 "," 9,149,000 "
2019, Quarter 4,West,Discretionary & On-Demand,Other," 1,068,676 "," 9,149,000 "
2019, Quarter 4,West,Discretionary & On-Demand,English," 1,142,109,031 "," 9,149,000 "
2019, Quarter 4,West,Discretionary & On-Demand,French," 1,367,058 "," 9,149,000 "
2019, Quarter 4,West,Non-Canadian & Other,English," 317,220,023 "," 9,149,000 "
2020, Quarter 1,Atlantic,Conventional ,English," 240,833,371 "," 2,372,000 "
2020, Quarter 1,Atlantic,Conventional ,French," 3,255,333 "," 2,372,000 "
2020, Quarter 1,Atlantic,Discretionary & On-Demand,French," 2,628,662 "," 2,372,000 "
2020, Quarter 1,Atlantic,Discretionary & On-Demand,English," 512,224,658 "," 2,372,000 "
2020, Quarter 1,Atlantic,Discretionary & On-Demand,Other, 63 ," 2,372,000 "
2020, Quarter 1,Atlantic,Non-Canadian & Other,English," 142,727,005 "," 2,372,000 "
2020, Quarter 1,Central,Conventional ,English," 220,611,838 "," 2,540,000 "
2020, Quarter 1,Central,Conventional ,French," 84,701 "," 2,540,000 "
2020, Quarter 1,Central,Discretionary & On-Demand,French," 22,649 "," 2,540,000 "
2020, Quarter 1,Central,Discretionary & On-Demand,Other," 1,037 "," 2,540,000 "
2020, Quarter 1,Central,Discretionary & On-Demand,English," 560,880,272 "," 2,540,000 "
2020, Quarter 1,Central,Non-Canadian & Other,English," 113,078,386 "," 2,540,000 "
2020, Quarter 1,Ontario,Conventional ,English," 1,212,229,215 "," 14,282,000 "
2020, Quarter 1,Ontario,Conventional ,French," 32,299,492 "," 14,282,000 "
2020, Quarter 1,Ontario,Discretionary & On-Demand,French," 36,435,741 "," 14,282,000 "
2020, Quarter 1,Ontario,Discretionary & On-Demand,Other," 565,081 "," 14,282,000 "
2020, Quarter 1,Ontario,Discretionary & On-Demand,English," 2,404,876,167 "," 14,282,000 "
2020, Quarter 1,Ontario,Non-Canadian & Other,English," 590,179,473 "," 14,282,000 "
2020, Quarter 1,Quebec,Conventional ,French," 1,284,825,562 "," 8,400,000 "
2020, Quarter 1,Quebec,Conventional ,English," 132,418,275 "," 8,400,000 "
2020, Quarter 1,Quebec,Discretionary & On-Demand,French," 1,248,275,305 "," 8,400,000 "
2020, Quarter 1,Quebec,Discretionary & On-Demand,English," 250,852,242 "," 8,400,000 "
2020, Quarter 1,Quebec,Discretionary & On-Demand,Other," 3,682 "," 8,400,000 "
2020, Quarter 1,Quebec,Non-Canadian & Other,English," 95,900,231 "," 8,400,000 "
2020, Quarter 1,West,Conventional ,English," 716,633,311 "," 9,230,000 "
2020, Quarter 1,West,Conventional ,French," 1,226,161 "," 9,230,000 "
2020, Quarter 1,West,Discretionary & On-Demand,French," 1,157,179 "," 9,230,000 "
2020, Quarter 1,West,Discretionary & On-Demand,Other," 1,110,552 "," 9,230,000 "
2020, Quarter 1,West,Discretionary & On-Demand,English," 1,198,188,752 "," 9,230,000 "
2020, Quarter 1,West,Non-Canadian & Other,English," 314,168,330 "," 9,230,000 "
2020, Quarter 2,Atlantic,Conventional ,English," 252,819,422 "," 2,372,000 "
2020, Quarter 2,Atlantic,Conventional ,French," 7,628,826 "," 2,372,000 "
2020, Quarter 2,Atlantic,Discretionary & On-Demand,French," 4,897,481 "," 2,372,000 "
2020, Quarter 2,Atlantic,Discretionary & On-Demand,English," 525,449,526 "," 2,372,000 "
2020, Quarter 2,Atlantic,Non-Canadian & Other,English," 117,411,633 "," 2,372,000 "
2020, Quarter 2,Central,Conventional ,English," 248,512,225 "," 2,540,000 "
2020, Quarter 2,Central,Conventional ,French," 118,242 "," 2,540,000 "
2020, Quarter 2,Central,Discretionary & On-Demand,French," 14,434 "," 2,540,000 "
2020, Quarter 2,Central,Discretionary & On-Demand,English," 582,260,590 "," 2,540,000 "
2020, Quarter 2,Central,Non-Canadian & Other,English," 111,438,536 "," 2,540,000 "
2020, Quarter 2,Ontario,Conventional ,English," 1,235,632,819 "," 14,282,000 "
2020, Quarter 2,Ontario,Conventional ,French," 24,151,866 "," 14,282,000 "
2020, Quarter 2,Ontario,Discretionary & On-Demand,Other," 2,170,079 "," 14,282,000 "
2020, Quarter 2,Ontario,Discretionary & On-Demand,English," 2,407,615,240 "," 14,282,000 "
2020, Quarter 2,Ontario,Discretionary & On-Demand,French," 26,207,506 "," 14,282,000 "
2020, Quarter 2,Ontario,Non-Canadian & Other,English," 569,307,841 "," 14,282,000 "
2020, Quarter 2,Quebec,Conventional ,English," 146,207,071 "," 8,400,000 "
2020, Quarter 2,Quebec,Conventional ,French," 1,332,654,482 "," 8,400,000 "
2020, Quarter 2,Quebec,Discretionary & On-Demand,Other," 7,847 "," 8,400,000 "
2020, Quarter 2,Quebec,Discretionary & On-Demand,French," 1,265,338,456 "," 8,400,000 "
2020, Quarter 2,Quebec,Discretionary & On-Demand,English," 247,269,755 "," 8,400,000 "
2020, Quarter 2,Quebec,Non-Canadian & Other,English," 88,663,770 "," 8,400,000 "
2020, Quarter 2,West,Conventional ,English," 734,943,780 "," 9,230,000 "
2020, Quarter 2,West,Conventional ,French," 1,297,949 "," 9,230,000 "
2020, Quarter 2,West,Discretionary & On-Demand,Other," 1,192,396 "," 9,230,000 "
2020, Quarter 2,West,Discretionary & On-Demand,English," 1,259,343,309 "," 9,230,000 "
2020, Quarter 2,West,Discretionary & On-Demand,French," 1,659,807 "," 9,230,000 "
2020, Quarter 2,West,Non-Canadian & Other,English," 319,317,111 "," 9,230,000 "
2020, Quarter 3,Atlantic,Conventional ,French," 10,128,327 "," 2,372,000 "
2020, Quarter 3,Atlantic,Conventional ,English," 285,145,680 "," 2,372,000 "
2020, Quarter 3,Atlantic,Discretionary & On-Demand,French," 4,516,705 "," 2,372,000 "
2020, Quarter 3,Atlantic,Discretionary & On-Demand,English," 498,630,147 "," 2,372,000 "
2020, Quarter 3,Atlantic,Non-Canadian & Other,English," 136,221,386 "," 2,372,000 "
2020, Quarter 3,Central,Conventional ,French," 72,332 "," 2,540,000 "
2020, Quarter 3,Central,Conventional ,English," 273,339,463 "," 2,540,000 "
2020, Quarter 3,Central,Discretionary & On-Demand,English," 550,901,559 "," 2,540,000 "
2020, Quarter 3,Central,Discretionary & On-Demand,Other, 476 ," 2,540,000 "
2020, Quarter 3,Central,Discretionary & On-Demand,French," 5,041 "," 2,540,000 "
2020, Quarter 3,Central,Non-Canadian & Other,English," 133,253,039 "," 2,540,000 "
2020, Quarter 3,Ontario,Conventional ,French," 18,498,202 "," 14,282,000 "
2020, Quarter 3,Ontario,Conventional ,English," 1,328,444,026 "," 14,282,000 "
2020, Quarter 3,Ontario,Discretionary & On-Demand,French," 21,315,605 "," 14,282,000 "
2020, Quarter 3,Ontario,Discretionary & On-Demand,Other," 1,777,275 "," 14,282,000 "
2020, Quarter 3,Ontario,Discretionary & On-Demand,English," 2,350,610,184 "," 14,282,000 "
2020, Quarter 3,Ontario,Non-Canadian & Other,English," 706,279,231 "," 14,282,000 "
2020, Quarter 3,Quebec,Conventional ,French," 1,482,132,671 "," 8,400,000 "
2020, Quarter 3,Quebec,Conventional ,English," 146,508,331 "," 8,400,000 "
2020, Quarter 3,Quebec,Discretionary & On-Demand,French," 1,485,510,387 "," 8,400,000 "
2020, Quarter 3,Quebec,Discretionary & On-Demand,English," 241,697,618 "," 8,400,000 "
2020, Quarter 3,Quebec,Discretionary & On-Demand,Other, 679 ," 8,400,000 "
2020, Quarter 3,Quebec,Non-Canadian & Other,English," 118,342,298 "," 8,400,000 "
2020, Quarter 3,West,Conventional ,English," 832,528,772 "," 9,230,000 "
2020, Quarter 3,West,Conventional ,French," 1,190,537 "," 9,230,000 "
2020, Quarter 3,West,Discretionary & On-Demand,French," 1,224,066 "," 9,230,000 "
2020, Quarter 3,West,Discretionary & On-Demand,Other," 2,119,721 "," 9,230,000 "
2020, Quarter 3,West,Discretionary & On-Demand,English," 1,181,816,306 "," 9,230,000 "
2020, Quarter 3,West,Non-Canadian & Other,English," 373,363,325 "," 9,230,000 "
2020, Quarter 4,Atlantic,Conventional ,French," 4,607,550 "," 2,372,000 "
2020, Quarter 4,Atlantic,Conventional ,English," 188,149,304 "," 2,372,000 "
2020, Quarter 4,Atlantic,Discretionary & On-Demand,Other," 1,680 "," 2,372,000 "
2020, Quarter 4,Atlantic,Discretionary & On-Demand,English," 398,554,522 "," 2,372,000 "
2020, Quarter 4,Atlantic,Discretionary & On-Demand,French," 3,251,528 "," 2,372,000 "
2020, Quarter 4,Atlantic,Non-Canadian & Other,English," 136,875,900 "," 2,372,000 "
2020, Quarter 4,Central,Conventional ,English," 183,207,991 "," 2,540,000 "
2020, Quarter 4,Central,Conventional ,French," 48,970 "," 2,540,000 "
2020, Quarter 4,Central,Discretionary & On-Demand,English," 461,814,161 "," 2,540,000 "
2020, Quarter 4,Central,Discretionary & On-Demand,French," 25,883 "," 2,540,000 "
2020, Quarter 4,Central,Discretionary & On-Demand,Other, 204 ," 2,540,000 "
2020, Quarter 4,Central,Non-Canadian & Other,English," 118,179,915 "," 2,540,000 "
2020, Quarter 4,Ontario,Conventional ,French," 16,772,139 "," 14,282,000 "
2020, Quarter 4,Ontario,Conventional ,English," 864,488,483 "," 14,282,000 "
2020, Quarter 4,Ontario,Discretionary & On-Demand,English," 2,020,783,166 "," 14,282,000 "
2020, Quarter 4,Ontario,Discretionary & On-Demand,French," 16,957,191 "," 14,282,000 "
2020, Quarter 4,Ontario,Discretionary & On-Demand,Other," 1,686,057 "," 14,282,000 "
2020, Quarter 4,Ontario,Non-Canadian & Other,English," 641,695,527 "," 14,282,000 "
2020, Quarter 4,Quebec,Conventional ,English," 99,463,781 "," 8,400,000 "
2020, Quarter 4,Quebec,Conventional ,French," 976,732,243 "," 8,400,000 "
2020, Quarter 4,Quebec,Discretionary & On-Demand,French," 1,140,140,374 "," 8,400,000 "
2020, Quarter 4,Quebec,Discretionary & On-Demand,Other, 399 ," 8,400,000 "
2020, Quarter 4,Quebec,Discretionary & On-Demand,English," 216,222,900 "," 8,400,000 "
2020, Quarter 4,Quebec,Non-Canadian & Other,English," 112,743,059 "," 8,400,000 "
2020, Quarter 4,West,Conventional ,English," 603,226,027 "," 9,230,000 "
2020, Quarter 4,West,Conventional ,French," 1,101,107 "," 9,230,000 "
2020, Quarter 4,West,Discretionary & On-Demand,English," 1,073,737,733 "," 9,230,000 "
2020, Quarter 4,West,Discretionary & On-Demand,Other," 1,474,287 "," 9,230,000 "
2020, Quarter 4,West,Discretionary & On-Demand,French," 1,103,962 "," 9,230,000 "
2020, Quarter 4,West,Non-Canadian & Other,English," 329,593,413 "," 9,230,000 "
2021, Quarter 1,Atlantic,Conventional ,English," 205,351,928 "," 2,400,000 "
2021, Quarter 1,Atlantic,Conventional ,French," 4,402,105 "," 2,400,000 "
2021, Quarter 1,Atlantic,Discretionary & On-Demand,English," 429,495,498 "," 2,400,000 "
2021, Quarter 1,Atlantic,Discretionary & On-Demand,French," 3,103,873 "," 2,400,000 "
2021, Quarter 1,Atlantic,Non-Canadian & Other,English," 157,350,324 "," 2,400,000 "
2021, Quarter 1,Central,Conventional ,English," 241,681,416 "," 2,558,000 "
2021, Quarter 1,Central,Conventional ,French," 122,232 "," 2,558,000 "
2021, Quarter 1,Central,Discretionary & On-Demand,English," 472,496,749 "," 2,558,000 "
2021, Quarter 1,Central,Discretionary & On-Demand,Other, 335 ," 2,558,000 "
2021, Quarter 1,Central,Discretionary & On-Demand,French," 14,196 "," 2,558,000 "
2021, Quarter 1,Central,Non-Canadian & Other,English," 125,173,663 "," 2,558,000 "
2021, Quarter 1,Ontario,Conventional ,English," 1,044,940,165 "," 14,509,000 "
2021, Quarter 1,Ontario,Conventional ,French," 14,907,032 "," 14,509,000 "
2021, Quarter 1,Ontario,Discretionary & On-Demand,French," 6,751,136 "," 14,509,000 "
2021, Quarter 1,Ontario,Discretionary & On-Demand,English," 2,130,429,543 "," 14,509,000 "
2021, Quarter 1,Ontario,Discretionary & On-Demand,Other," 6,782,614 "," 14,509,000 "
2021, Quarter 1,Ontario,Non-Canadian & Other,English," 718,302,446 "," 14,509,000 "
2021, Quarter 1,Quebec,Conventional ,English," 120,891,116 "," 8,414,000 "
2021, Quarter 1,Quebec,Conventional ,French," 1,323,473,484 "," 8,414,000 "
2021, Quarter 1,Quebec,Discretionary & On-Demand,Other, 335 ," 8,414,000 "
2021, Quarter 1,Quebec,Discretionary & On-Demand,English," 217,254,343 "," 8,414,000 "
2021, Quarter 1,Quebec,Discretionary & On-Demand,French," 1,129,115,821 "," 8,414,000 "
2021, Quarter 1,Quebec,Non-Canadian & Other,English," 130,170,847 "," 8,414,000 "
2021, Quarter 1,West,Conventional ,English," 722,622,599 "," 9,528,000 "
2021, Quarter 1,West,Conventional ,French," 1,173,388 "," 9,528,000 "
2021, Quarter 1,West,Discretionary & On-Demand,English," 1,168,483,167 "," 9,528,000 "
